tweet_id,text,case,gt_sentiment
15462552_2020-07-13T02:51:11.000Z,The 2020 election in addition to the question of Trump vs. America is also a question of Amy Coney Barrett vs Ketanji Brown-Jackson for the next SCOTUS appointment.,mazars,Neutral
28869632_2020-07-09T14:32:56.000Z,"Again, practically speaking today’s SCOTUS rulings mean no Trump tax returns or other financial records will be going public before election. #7News",mazars,Neutral
223355760_2020-07-09T14:25:42.000Z,The ruling of SCOTUS should result in some hefty narcissistic rage from @realDonaldTrump,mazars,Negative
209487286_2018-06-04T16:30:38.000Z,"Remember: freedom is fragile and justice is a marathon not a sprint. Today’s #SCOTUS decision reminds us of that. Please remember the decision starts with you and your #VOTE, so make sure your voice is heard tomorrow! 🗳",masterpiece,Positive
50663506_2020-07-09T14:15:54.000Z,"Today’s scotus decision on trump’s taxes comes down to a George W Bush appointee being the decider 🥴

 #TrumpTaxes",mazars,Negative
454851514_2018-06-04T16:41:09.000Z,I see everyone is a SCOTUS expert. In the end: This decision today is already being warped by many to justify homophobia &amp; hate.,masterpiece,Negative
29993833_2020-07-09T14:42:15.000Z,The fact that Trump’s two appointees ruled against him will keep me smiling for at least the next week. #scotus #TrumpTaxReturns,mazars,Positive
24354046_2018-06-04T14:28:00.000Z,"The court indicates that courts should recognize that ""these disputes must be resolved with tolerance, without undue disrespect to sincere religious beliefs and without subjecting gay persons to indignities when they seek goods and services in an open market."" #SCOTUS",masterpiece,Neutral
29011874_2020-07-09T14:15:23.000Z,SCOTUS rules against Trump on tax records! The Tweetstorm will be even more intense today!,mazars,Positive
16862150_2018-06-04T18:58:43.000Z,"In what fantasy land is 7-2 a ""narrow margin""? I swear the media can't report ANYTHING without a bias. #SCOTUS",masterpiece,Negative
20094409_2020-07-09T14:16:20.000Z,"Rule of law lives!  In Trump v Vance, #SCOTUS rules 7-2 that Manhattan DA gets Trump’s tax returns. Thomas and Alito dissent.",mazars,Positive
116229679_2020-07-09T00:16:05.000Z,"SCOTUS is allegedly ruling tomorrow and I've seen a few (very smart people) tweet that they're gonna rule against drumpf. I am much less optimistic. It is 2020, so...",mazars,Negative
722632307232874496_2018-06-06T01:15:58.000Z,"The Supreme Court ruled this week that business owners cannot be forced to celebrate events and express views that violate their conscience, while the President demands that NFL players stand for the anthem. #SCOTUS",masterpiece,Negative
23508742_2020-07-09T13:16:30.000Z,Today we find out if SCOTUS will follow the law and make Donny the clown release his taxes or if he lined their pockets well enough to side with his narcissistic corruption. The world is watching @Scotus ! Tik Tok.,mazars,Negative
629670081_2018-06-04T14:44:00.000Z,So the Supreme Court #scotus ruled in favor of getting to deny #queer #LGBTQ people wedding cakes from Christian bakers.  I SAY GOOD. Why? Because if you’re that pathetic that you’re willing to marginalize a group of people you don’t deserve our business. #pride #LGBTPROUD,masterpiece,Negative
24354046_2018-06-04T14:25:36.000Z,"Short answer is that the baker wins for now, because the order against him was set aside because he didn't get a ""neutral decisionmaker who would give full and fair consideration to his religious objection."" #MasterpieceCakeshop #SCOTUS",masterpiece,Neutral
95793002_2020-07-09T05:55:25.000Z,"Tax Return Thursday
#SCOTUS",mazars,Neutral
23276332_2018-06-05T00:09:41.000Z,"""We must elect a pro-equality legislature. We must elect a pro-equality Governor. Our civil rights depend on it."" - Daniel Ramos of @One_Colorado #copolitics #SCOTUS #prolgbt",masterpiece,Positive
32885835_2020-07-09T14:22:37.000Z,"The Supreme Court
rules against Trump
What a fcking wonderful day for a change.!
BUT....YOU KNOW HE IS ABOUT TO DO SOMETHING VERY CRUEL TO ALL OF US, OR A SPECIFIC 
GROUP OF US AS RETALIATION FOR HIS RAGE!
GET READY!",mazars,Negative
3852517877_2020-07-09T16:17:14.000Z,#SCOTUS reaffirms @realDonaldTrump is not above the law!,mazars,Positive
230029679_2020-07-13T10:32:26.000Z,The Supreme Court was corrupt in 1937,mazars,Negative
879486182706393088_2020-07-16T23:59:46.000Z,"Florida: Your Poll Tax Will Purge A Million Voters?? The Supreme Court Just Upheld This Suppression Tactic? Your Governor Is As Evil, Devious, Slimy And Mean As Trump??????Remove Him As Soon As Possible Even If It Means A Recall Effort!!!! Be Very Afraid? Elimanate Him Quickly!!",mazars,Negative
68423127_2020-07-09T14:25:17.000Z,Let’s go Supreme Court!!!! #smallwins,mazars,Positive
3059814891_2018-06-05T00:25:07.000Z,"#MasterpieceCakeshop case has shown the failure and bias of CO Civil Rights Commission. It can and probably will be heard again, but the Commission will know to hide its blatant bias against religion. #SCOTUS #CoPolitics @gopelpaso",masterpiece,Negative
17919393_2018-06-04T14:25:04.000Z,#SCOTUS throws out lower court decision that allowed undocumented teen from Central America to obtain an abortion.,masterpiece,Neutral
22297879_2018-06-04T17:46:47.000Z,"I disagree with SCOTUS’ ruling.  I’m gay and basically irreligious.  But in my opinion, the court has favored the right of a belief over the right of a reality.",masterpiece,Negative
202676583_2020-07-11T02:20:39.000Z,Is it coincident that Trump lost SCOTUS cases yesterday and commuted Stone today?,mazars,Negative
22155584_2018-06-04T17:03:00.000Z,#SCOTUS decision does not surprise me but honestly I don’t want it from you if that’s your stance. I don’t want the bad energy! Nothing! I ain’t begging you to take my money.,masterpiece,Negative
716381817746563072_2018-06-04T17:36:42.000Z,The Supreme Court ruled that a Colorado baker's constitutional rights were violated after he refused to serve a same-sex couple's wedding. #TruthWins #JesusIsLord,masterpiece,Positive
256063557_2018-06-04T15:10:43.000Z,"SCOTUS decision this morning is awful.  Creates more confusion and slippery slope to discriminate based on one’s religious “beliefs”.  Only dissenters were Ginsburg and Sotomayor.  Kagan, Breyer, and Kennedy should have stepped up.
It should have been an easy 5/4 decision.",masterpiece,Negative
744367064224239617_2020-07-11T00:16:38.000Z,"It's not enough for our #Republican brothers and sisters to condemn Trump.

You MUST vote for @JoeBiden. It's OK. We have a #USHouse and a #USSenate.

We have a #SCOTUS!

We need a normal citizen as @POTUS.",mazars,Negative
16005814_2020-07-09T14:16:17.000Z,"Not to be a Debbie Downer, but what if the @deutchebank records have already been destroyed?

#SCOTUS #TrumpTaxes",mazars,Negative
470476269_2020-07-09T14:37:25.000Z,"Why is everyone celebrating about this decision? The waffling in the ruling means that by the time the lower court stuff is resolved, trump will invent a new phony reason to prevent the tax returns from being released and there will be a second appeal to the Supreme Court",mazars,Negative
49053573_2018-06-04T21:22:45.000Z,"The Supreme Court, in a 7-2 decision, says baker can refuse cake for gay wedding.

What next? Catholic pharmacist refuses birth control prescription?  Muslim band refuses to play at wedding if alcohol served?  Jewish caterer refuses bride's request for pork ribs at reception?",masterpiece,Negative
4127948117_2020-07-09T14:57:01.000Z,"Ooo! I’m having so much fun retweeting replies to @realDonaldTrump tweets whining about SCOTUS being so mean. Life is unfair, Don the Con. 1) you inherit millions, 2) you cheat and scam your way through a life of luxury, 3) SCOTUS says you have to show your taxes. Meanies!",mazars,Negative
249640299_2020-07-09T14:17:49.000Z,"Pretty crazy day when the Supreme Court makes two announcements, and “the eastern half of Oklahoma is actually Native American land now”
Isn’t even the most surprising one.",mazars,Neutral
2440485955_2020-07-17T17:28:34.000Z,"RBG is everything the Supreme Court needs to be. God Speed. We Love her and she is an American Icon. Prayers for health, light and wisdom.",mazars,Positive
15395340_2020-07-09T16:15:22.000Z,Waiting for Trump to appeal to the Supreme Court of the Milky Way.,mazars,Negative
266960307_2020-07-09T16:23:14.000Z,"Everyone talking about SCOTUS decision regarding POTUS taxes, but Indian Country is celebrating the long and anxiously awaited #McGirt decision. Aho!",mazars,Positive
2179501080_2018-06-04T16:47:34.000Z,Way to reinforce the fact that if your straight and white you can do whatever you want #SCOTUS heaven forbid someone filled with hatred gets their feelings hurt. I bet he’s made cake for an LGBTQA+ wedding planner 😱 #MasterpieceCakeshop,masterpiece,Negative
15883600_2020-07-09T14:34:51.000Z,Supreme Court is 1/100% behind the president*.,mazars,Negative
56123908_2018-06-04T16:04:48.000Z,to the Supreme Court - You’re going backwards shameful,masterpiece,Negative
60680258_2018-06-04T16:35:33.000Z,What I like about the Masterpiece Cakeshop decision is that SCOTUS only addressed the case/controversy before them. The Court fulfilled its duty and did not overstep its boundaries. If the opinion were more broad it could have been detrimental for the larger communities involved.,masterpiece,Positive
10292132_2018-06-04T14:31:07.000Z,"You can have your cake and eat it too, but you can’t make someone else bake it. #Scotus #MasterpieceCakeshop #ReligiousFreedom",masterpiece,Positive
25000779_2020-07-09T14:40:25.000Z,Lol imagine thinking something is a “witch hunt” when the guy saying “I’ve done nothing wrong” has taken his case to the Supreme Court to avoid the release of his taxes. Lol I don’t think people know what “witch hunt” means,mazars,Negative
322279925_2020-07-10T02:16:17.000Z,"White House aides say Trump in very deep funk all day, cursing the Supreme Court, saying I appointed them, without me they would be nothing. Trump embarrassed by Stormy Daniels &amp; $130,000 dollars. Look for Trump to golf all weekend.When advisors gave him poll numbers, he blew up.",mazars,Negative
21057550_2018-06-04T19:35:17.000Z,“All pride parades should be protest marches this summer”. I agree.  #Pride2018 #SCOTUS,masterpiece,Negative
607310975_2020-07-09T12:06:32.000Z,"I’m not waiting on a lady/
I’m just waiting on the SCOTUS",mazars,Neutral
2573208707_2018-06-04T22:35:13.000Z,"While the media is concerned about a consensual blow job from 20 years ago, Trump and #SCOTUS are burning our country down TODAY.",masterpiece,Negative
497947909_2018-06-04T15:14:10.000Z,So the Supreme Court makes it so nobody in America that owns a public business can discriminate against anyone for any reason except gay people? Wtf?,masterpiece,Negative
167499481_2018-06-04T21:11:00.000Z,"America is a country that has throughout its history stated that some people have rights &amp; others don't. Native Americans, black Americans, Irish, Jews, women, LGBTQ. Today's #SCOTUS decision was a step in the wrong direction. One day we might have equality today is not that day.",masterpiece,Negative
39141437_2020-07-09T14:46:31.000Z,Will Donald Trump threaten to cut funding for the Supreme Court?,mazars,Negative
935648190_2020-07-10T15:30:20.000Z,Now that I've had a chance to reflect on the recent scotus rulings regarding Trump's taxes I'm starting to come around to the idea that Trump could shoot someone on 5th avenue and Michael Cohen would go to jail.,mazars,Negative
54143577_2020-07-09T19:23:31.000Z,"Politically speaking,Thursday was a good day for Trump because the public isn't going to get a look at his tax returns before the Nov. election. SCOTUS rejected the House's attempt to get a look at Trump taxes and in the case of the NY grand jury, it sent it back to a lower court",mazars,Neutral
