source_id,source_row,source_dataset,premise,hypothesis,source_entailment,gt_entails
event_test_2795,2795,mlburnham/acled_event_entailment,regime forces shelled the vicinity of Kafr Noran in Aleppo province with artillery shelling. Casualties unknown.,This text is about a protest with excessive force.,1,0
event_test_2796,2796,mlburnham/acled_event_entailment,FSA 23rd Division hit with a TOW a 14.5 gun for regime forces on Rityan front in Aleppo. No reports on casualties.,This text is about a protest with excessive force.,1,0
event_test_2797,2797,mlburnham/acled_event_entailment,the governor of Belgorod reported that Ukrainian forces fired artillery rounds at Shebekino. No casualties.,This text is about a protest with excessive force.,1,0
event_test_2798,2798,mlburnham/acled_event_entailment,"Turkish army tanks, artillery, and unspecified heavy weapons shelled PKK positions on Gire Cudi hill in Duhok. Casualties unknown.",This text is about a protest with excessive force.,1,0
event_test_2799,2799,mlburnham/acled_event_entailment,"Russian forces shelled near Zaliznychne, Zaporizhia, with artillery. Casualties unknown.",This text is about a protest with excessive force.,1,0
event_test_2800,2800,mlburnham/acled_event_entailment,NAF rebel forces fired with different types of grenade launchers and heavy machine guns at Military Forces of Ukraine near Hladosove. This day one Ukrainian Government soldier was killed [fatality split among 9 events] and two soldiers were injured in Donbass region.,This text is about a protest with excessive force.,1,0
event_test_2801,2801,mlburnham/acled_event_entailment,the OSCE SMM observed a total of 4 explosions involving unknown weapons near Zalizne.,This text is about a protest with excessive force.,1,0
event_test_2802,2802,mlburnham/acled_event_entailment,"Regime forces shelled Haritan in Aleppo province, killing 4 civilians.",This text is about a protest with excessive force.,1,0
event_test_2803,2803,mlburnham/acled_event_entailment,"explosions were heard in Berdiansk, Zaporizhia (likely as a result of Ukrainian shelling as the most typical event in the area). Casualties unknown.",This text is about a protest with excessive force.,1,0
event_test_2804,2804,mlburnham/acled_event_entailment,regime forces shelled Kellez axis in the Lattakia countryside with artillery. Casualties unknown.,This text is about a protest with excessive force.,1,0
event_test_2805,2805,mlburnham/acled_event_entailment,"Houthi forces shelled the Al-Dud military site of Al Harth district in Jizan governorate, destroying military equipment and the guard tower. No casualties were reported. *ACLED defaults to coding the event on the Yemeni side when the source describes a large area along the Saudi-Yemeni border.",This text is about a protest with excessive force.,1,0
event_test_2806,2806,mlburnham/acled_event_entailment,"regime forces shelled the farmlands of Sheikh Idris village in the eastern countryside of Idleb. The shelling targeted a school, which resulted in the killing of 1 child and wounding of 7 other people including two children.",This text is about a protest with excessive force.,1,0
event_test_2807,2807,mlburnham/acled_event_entailment,"Russian forces shelled near Antonivka, Kherson. Casualties unknown.",This text is about a protest with excessive force.,1,0
event_test_2808,2808,mlburnham/acled_event_entailment,"Ukrainian forces shelled and destroyed a Russian AGS position near Zelenopillia, Donetsk region. Casualties unknown.",This text is about a protest with excessive force.,1,0
event_test_2809,2809,mlburnham/acled_event_entailment,the OSCE SMM observed a total of 1 explosions involving unknown weapons near Trudovskiye.,This text is about a protest with excessive force.,1,0
event_test_2810,2810,mlburnham/acled_event_entailment,"Russian forces shelled near Levadne, Zaporizhia. Casualties unknown.",This text is about a protest with excessive force.,1,0
event_test_2811,2811,mlburnham/acled_event_entailment,Five children of a family received injuries when a mortar shell hit a house in Bara tehsil of Khyber Agency.,This text is about a protest with excessive force.,1,0
event_test_2812,2812,mlburnham/acled_event_entailment,Areas of Zakah were exposed to regime ground-to-ground bombardment. No losses were reported.,This text is about a protest with excessive force.,1,0
event_test_2813,2813,mlburnham/acled_event_entailment,"Russian forces launched rockets at Lutsk, Volyn. Civilian infrastructure was damaged. 1 civilian was injured.",This text is about a protest with excessive force.,1,0
event_test_2814,2814,mlburnham/acled_event_entailment,"Russian forces shelled near Novodmytrivka, Kherson, with artillery. Casualties unknown.",This text is about a protest with excessive force.,1,0
event_test_2815,2815,mlburnham/acled_event_entailment,"Russian forces shelled Selydove, Donetsk region as a result of which a school was damaged. Casualties unknown.",This text is about a protest with excessive force.,1,0
event_test_2816,2816,mlburnham/acled_event_entailment,"SAF shelled artillery shelling targeting RSF in Omdurman - Al Salha (Omdurman, Khartoum). Casualties unknown.",This text is about a protest with excessive force.,1,0
event_test_2817,2817,mlburnham/acled_event_entailment,"The Syrian army shelled Jomaqliyeh village in the southern countryside of Hama, which led to the injury of 1 woman. No fatalities were reported.",This text is about a protest with excessive force.,1,0
event_test_2818,2818,mlburnham/acled_event_entailment,Syrian regime forces shelled with artillery Duma city in Rural Damascus province which killed a child and a woman.,This text is about a protest with excessive force.,1,0
event_test_2819,2819,mlburnham/acled_event_entailment,"an IS militant wearing an explosive belt, blew up himself on a civilian, killing him in al-Mazraa village in Baiji district.",This text is about a protest with excessive force.,1,0
event_test_2820,2820,mlburnham/acled_event_entailment,"a VBIED driven by a Taliban car bomber exploded targeting the 3rd police station in Bolan, Lashkargah, Helmand, 3 officers died and few injured. Fatalities coded as 4 to include the suicide bomber.",This text is about a protest with excessive force.,1,0
event_test_2821,2821,mlburnham/acled_event_entailment,"2 Afghan soldiers were killed during two suicide attacks in Nad-e Ali district of Helmand province. In the first, the bomber detonated his motorcycle after coming under fire. In the second, the bomber detonated his vehicle, killing two soldiers. No group claimed responsibility. Total fatalities coded as 4 (including 2 suicide bombers).",This text is about a protest with excessive force.,1,0
event_test_2822,2822,mlburnham/acled_event_entailment,Syrian regime forces were targeted with two SVBIED attacks in Hwejet Mreiya village and on the highway by Al-Ali Gas Station in Deir-ez-Zor. 2 fatalities coded for suicide bombers.,This text is about a protest with excessive force.,1,0
event_test_2823,2823,mlburnham/acled_event_entailment,"a car bomb exploded at around 7.30 pm at a gendarmerie military checkpoint in Anitli village in Midyat district of Mardin. The explosion killed one soldier and two village guards. Turkish sources claimed 2 militants inside the vehicle also died in the attack, however PKK confirmed only one militant fatality.",This text is about a protest with excessive force.,1,0
event_test_2824,2824,mlburnham/acled_event_entailment,"Two are killed and fifteen wounded in a pair of suicide attacks from AQIM, including a car bomb near a police station.",This text is about a protest with excessive force.,1,0
event_test_2825,2825,mlburnham/acled_event_entailment,"A suicide bomber hits a second newspaper officer in Kaduna, three killed. The two blasts came minutes apart. A third blast came two hours later and killed four more civilians.",This text is about a protest with excessive force.,1,0
event_test_2826,2826,mlburnham/acled_event_entailment,"a suicide bomber detonated an explosive vest, targeting government security forces (Gorgor) at the entrance of General Dhaga-badan military camp neighborhood in Mogadishu - Wadajir (Banadir). Five new recruits were killed and twelve injured in the blast. Al Shabaab claimed killing 32 soldiers.",This text is about a protest with excessive force.,1,0
event_test_2827,2827,mlburnham/acled_event_entailment,"at least 2 suspected BH suicide bombers exploded themselves in the Kalari area of Maiduguri, Borno, killing only themselves and wounding 3 civilians. Some sources mention five suicide bombers.",This text is about a protest with excessive force.,1,0
